OG0000769	rna22	rna1363
OG0000770	rna23	rna1364
OG0000771	rna24	rna1365
OG0000772	rna5773	rna1367
OG0000773	rna25	rna1368
OG0000774	rna5772	rna1369
OG0000775	rna5284	rna3718
OG0000776	rna5738	rna1414
OG0000777	rna44	rna1415
OG0000778	rna46	rna1416
OG0000779	rna1160	rna3229
OG0000780	rna4087	rna3231
OG0000781	rna1159	rna3232
OG0000782	rna4147	rna4431
OG0000783	rna4151	rna4426
OG0000784	rna2359	rna5044
OG0000785	rna2157	rna1490
OG0000786	rna2184	rna2461
OG0000787	rna2185	rna2462
OG0000788	rna2186	rna2463
OG0000789	rna2187	rna2464
OG0000790	rna206	rna2467
OG0000791	rna2194	rna2470
OG0000792	rna2193	rna2471
OG0000793	rna2192	rna2473
OG0000794	rna2477	rna4662
OG0000795	rna2476	rna4663
OG0000796	rna2756	rna4664
OG0000797	rna2755	rna4665
OG0000798	rna2753	rna4668
OG0000799	rna2751	rna4670
OG0000800	rna2750	rna4671
OG0000801	rna2749	rna4673
OG0000802	rna2470	rna4680
OG0000803	rna2469	rna4679
OG0000804	rna3709	rna3131
OG0000805	rna3710	rna3130
OG0000806	rna3711	rna3129
OG0000807	rna3116	rna3123
OG0000808	rna3114	rna3121
OG0000809	rna2508	rna3119
OG0000810	rna3718	rna3115
OG0000811	rna3719	rna3111
OG0000812	rna3720	rna3110
OG0000813	rna3721	rna3107
OG0000814	rna3076	rna3063
OG0000815	rna3078	rna3064
OG0000816	rna3079	rna3065
OG0000817	rna3476	rna3068
OG0000818	rna3477	rna3073
OG0000819	rna3086	rna3074
OG0000820	rna3479	rna3078
OG0000821	rna3482	rna3081
OG0000822	rna3089	rna3082
OG0000823	rna3090	rna3083
OG0000824	rna3484	rna3085
OG0000825	rna1291	rna2251
OG0000826	rna5444	rna2220
OG0000827	rna1429	rna2217
OG0000828	rna5291	rna47
OG0000829	rna2562	rna1588
OG0000830	rna5497	rna3691
OG0000831	rna3744	rna3686
OG0000832	rna5494	rna3685
OG0000833	rna3743	rna3684
OG0000834	rna3741	rna3682
OG0000835	rna5492	rna3679
OG0000836	rna5491	rna3678
OG0000837	rna3739	rna3676
OG0000838	rna5486	rna3672
OG0000839	rna3316	rna930
OG0000840	rna1902	rna5220
OG0000841	rna593	rna5194
OG0000842	rna73	rna2489
OG0000843	rna2199	rna2483
OG0000844	rna75	rna2482
OG0000845	rna2757	rna718
OG0000846	rna2760	rna720
OG0000847	rna2767	rna724
OG0000848	rna2483	rna730
OG0000849	rna2773	rna732
OG0000850	rna2774	rna733
OG0000851	rna2775	rna734
OG0000852	rna4785	rna735
OG0000853	rna2485	rna736
OG0000854	rna2486	rna739
OG0000855	rna2488	rna740
OG0000856	rna2490	rna744
OG0000857	rna2491	rna745
OG0000858	rna4791	rna749
OG0000859	rna4793	rna755
OG0000860	rna4795	rna757
OG0000861	rna4797	rna762
OG0000862	rna4811	rna764
OG0000863	rna4810	rna765
OG0000864	rna1790	rna2082
OG0000865	rna1791	rna2081
OG0000866	rna265	rna1147
OG0000867	rna963	rna1149
OG0000868	rna5396	rna5239
OG0000869	rna1883	rna5241
OG0000870	rna5391	rna5245
OG0000871	rna1881	rna5246
OG0000872	rna5389	rna5248
OG0000873	rna5388	rna5249
OG0000874	rna609	rna5256
OG0000875	rna617	rna5265
OG0000876	rna1562	rna5267
OG0000877	rna1561	rna5268
OG0000878	rna627	rna5269
OG0000879	rna1556	rna5273
OG0000880	rna623	rna5274
OG0000881	rna5002	rna601
OG0000882	rna5000	rna599
OG0000883	rna5013	rna598
OG0000884	rna5015	rna595
OG0000885	rna5016	rna594
OG0000886	rna5017	rna593
OG0000887	rna2414	rna429
OG0000888	rna3273	rna426
OG0000889	rna2083	rna4913
OG0000890	rna1610	rna3841
OG0000891	rna1992	rna3836
OG0000892	rna1380	rna3935
OG0000893	rna1383	rna3938
OG0000894	rna4455	rna3940
OG0000895	rna1384	rna3944
OG0000896	rna1385	rna3945
OG0000897	rna4451	rna3947
OG0000898	rna1386	rna3948
OG0000899	rna4450	rna3949
OG0000900	rna5266	rna3753
OG0000901	rna4445	rna3957
OG0000902	rna4444	rna3958
OG0000903	rna4443	rna3960
OG0000904	rna1399	rna3967
OG0000905	rna1400	rna3968
OG0000906	rna1403	rna3972
OG0000907	rna4435	rna3975
OG0000908	rna1405	rna3976
OG0000909	rna1406	rna3977
OG0000910	rna5870	rna4794
OG0000911	rna5875	rna4803
OG0000912	rna2071	rna4804
OG0000913	rna5877	rna4805
OG0000914	rna5878	rna4806
OG0000915	rna5879	rna4807
OG0000916	rna2072	rna4808
OG0000917	rna2073	rna4809
OG0000918	rna2074	rna4810
OG0000919	rna5880	rna4811
OG0000920	rna5881	rna4812
OG0000921	rna5882	rna4813
OG0000922	rna2138	rna4819
OG0000923	rna5886	rna4821
OG0000924	rna3465	rna2002
OG0000925	rna4277	rna2001
OG0000926	rna3470	rna1994
OG0000927	rna3473	rna1992
OG0000928	rna4272	rna1991
OG0000929	rna3474	rna1990
OG0000930	rna4268	rna1988
OG0000931	rna4267	rna1987
OG0000932	rna868	rna1986
OG0000933	rna4259	rna1975
OG0000934	rna874	rna1974
OG0000935	rna5735	rna2751
OG0000936	rna4256	rna1970
OG0000937	rna4255	rna1969
OG0000938	rna877	rna1967
OG0000939	rna6278	rna22
OG0000940	rna6280	rna20
OG0000941	rna6284	rna17
OG0000942	rna6285	rna16
OG0000943	rna6286	rna15
OG0000944	rna2792	rna2086
OG0000945	rna3412	rna2090
OG0000946	rna3410	rna2092
OG0000947	rna2789	rna2093
OG0000948	rna3409	rna2094
OG0000949	rna3408	rna2095
OG0000950	rna3406	rna2097
OG0000951	rna2788	rna2098
OG0000952	rna3405	rna2099
OG0000953	rna3404	rna2102
OG0000954	rna3400	rna2108
OG0000955	rna3399	rna2110
OG0000956	rna2781	rna2112
OG0000957	rna2780	rna2114
OG0000958	rna3398	rna2117
OG0000959	rna4377	rna2119
OG0000960	rna3028	rna2120
OG0000961	rna3396	rna2121
OG0000962	rna4379	rna2125
OG0000963	rna3392	rna2072
OG0000964	rna4307	rna2060
OG0000965	rna4390	rna2051
OG0000966	rna4391	rna2050
OG0000967	rna4399	rna2039
OG0000968	rna4300	rna2037
OG0000969	rna4299	rna2036
OG0000970	rna4401	rna2035
OG0000971	rna4297	rna2033
OG0000972	rna4295	rna2031
OG0000973	rna5566	rna3894
OG0000974	rna1361	rna3895
OG0000975	rna4206	rna4550
OG0000976	rna2245	rna4551
OG0000977	rna4204	rna4552
OG0000978	rna2238	rna4558
OG0000979	rna4197	rna4560
OG0000980	rna4196	rna4563
OG0000981	rna4194	rna4567
OG0000982	rna2227	rna4535
OG0000983	rna3455	rna914
OG0000984	rna3325	rna915
OG0000985	rna958	rna1155
OG0000986	rna257	rna1161
OG0000987	rna956	rna1162
OG0000988	rna952	rna1168
OG0000989	rna247	rna2825
OG0000990	rna3486	rna3088
OG0000991	rna3488	rna3093
OG0000992	rna3102	rna3104
OG0000993	rna3103	rna3105
OG0000994	rna635	rna3046
OG0000995	rna5312	rna1233
OG0000996	rna1437	rna1232
OG0000997	rna4231	rna1926
OG0000998	rna2273	rna1917
OG0000999	rna2271	rna1914
OG0001000	rna4719	rna1906
OG0001001	rna4718	rna1904
OG0001002	rna4717	rna1903
OG0001003	rna6149	rna2808
OG0001004	rna6148	rna2807
OG0001005	rna6147	rna2806
OG0001006	rna6144	rna2803
OG0001007	rna4753	rna998
OG0001008	rna5356	rna1002
OG0001010	rna345	rna3396
OG0001011	rna6167	rna3398
OG0001012	rna6164	rna3403
OG0001013	rna6160	rna3408
OG0001014	rna336	rna3345
OG0001015	rna334	rna3347
OG0001016	rna6155	rna3350
OG0001017	rna333	rna3352
OG0001018	rna384	rna2660
OG0001019	rna382	rna2658
OG0001020	rna375	rna2648
OG0001021	rna1432	rna2645
OG0001022	rna1270	rna5308
OG0001023	rna2653	rna5309
OG0001024	rna1271	rna5310
OG0001025	rna4685	rna234
OG0001026	rna4686	rna235
OG0001027	rna5839	rna238
OG0001028	rna474	rna4871
OG0001029	rna5914	rna4869
OG0001030	rna6258	rna3708
OG0001031	rna4314	rna3709
OG0001032	rna6261	rna3713
OG0001033	rna6262	rna3714
OG0001034	rna6263	rna3715
OG0001035	rna6264	rna3716
OG0001036	rna6232	rna3530
OG0001037	rna2336	rna3528
OG0001038	rna6230	rna3527
OG0001039	rna6229	rna3526
OG0001040	rna6227	rna3524
OG0001041	rna6222	rna3519
OG0001042	rna6221	rna3518
OG0001043	rna6218	rna3513
OG0001044	rna6216	rna3510
OG0001045	rna6215	rna3509
OG0001046	rna6212	rna3507
OG0001047	rna2326	rna3505
OG0001048	rna2325	rna3503
OG0001049	rna2324	rna3502
OG0001050	rna475	rna3501
OG0001051	rna1595	rna3498
OG0001052	rna3004	rna3495
OG0001053	rna1591	rna3493
OG0001054	rna1590	rna3492
OG0001055	rna3003	rna3491
OG0001056	rna5384	rna3485
OG0001057	rna5374	rna3483
OG0001058	rna322	rna2796
OG0001059	rna320	rna2792
OG0001060	rna6140	rna2787
OG0001061	rna6139	rna2786
OG0001062	rna6137	rna2784
OG0001063	rna312	rna2782
OG0001064	rna178	rna2775
OG0001065	rna3518	rna1530
OG0001066	rna4594	rna1527
OG0001067	rna4586	rna1532
OG0001068	rna3532	rna1537
OG0001069	rna4580	rna1536
OG0001070	rna5710	rna2311
OG0001071	rna4722	rna2313
OG0001072	rna4219	rna2606
OG0001073	rna4217	rna137
OG0001074	rna3658	rna1604
OG0001075	rna3657	rna1603
OG0001076	rna3654	rna1600
OG0001077	rna3648	rna1595
OG0001078	rna2566	rna1594
OG0001079	rna2564	rna1592
OG0001080	rna3646	rna1590
OG0001081	rna3560	rna1586
OG0001082	rna2557	rna1584
OG0001083	rna4558	rna1581
OG0001084	rna3327	rna912
OG0001085	rna3329	rna910
OG0001086	rna3331	rna907
OG0001087	rna3332	rna906
OG0001088	rna3336	rna900
OG0001089	rna3337	rna899
OG0001090	rna3338	rna897
OG0001091	rna3448	rna896
OG0001092	rna3339	rna388
OG0001093	rna3445	rna387
OG0001094	rna3444	rna386
OG0001095	rna3341	rna384
OG0001096	rna3342	rna382
OG0001097	rna3442	rna381
OG0001098	rna3440	rna379
OG0001099	rna532, rna643	rna2893
OG0001100	rna535	rna2897
OG0001101	rna536	rna2898
OG0001102	rna539	rna2900
OG0001103	rna544	rna2907
OG0001104	rna545	rna2908
OG0001105	rna546	rna2909
OG0001106	rna1479	rna2910
OG0001107	rna1481	rna2912
OG0001108	rna1476	rna2914
OG0001109	rna552	rna2923
OG0001110	rna558	rna2929
OG0001111	rna1460	rna2939
OG0001112	rna4037	rna2954
OG0001113	rna4041	rna2958
OG0001114	rna4044	rna2963
OG0001115	rna4882	rna2964
OG0001116	rna4885	rna2967
OG0001117	rna647	rna2971
OG0001118	rna4886	rna2972
OG0001119	rna4887	rna2974
OG0001120	rna5569	rna2976
OG0001121	rna4888	rna2979
OG0001122	rna4889	rna2981
OG0001123	rna2256	rna2986
OG0001124	rna2257	rna2988
OG0001125	rna2258	rna2989
OG0001126	rna2064	rna2990
OG0001127	rna2075	rna2992
OG0001128	rna4897	rna2993
OG0001129	rna4898	rna2994
OG0001130	rna4899	rna2995
OG0001131	rna4901	rna2998
OG0001132	rna2479	rna3004
OG0001133	rna4904	rna3005
OG0001134	rna4907	rna3008
OG0001135	rna4908	rna3009
OG0001136	rna4909	rna3010
OG0001137	rna4910	rna3013
OG0001138	rna4912	rna3015
OG0001139	rna4913	rna3018
OG0001140	rna4915	rna3020
OG0001141	rna4916	rna3021
OG0001142	rna3058	rna3031
OG0001143	rna3059	rna3032
OG0001144	rna3061	rna3036
OG0001145	rna639	rna3041
OG0001146	rna638	rna3042
OG0001147	rna3066	rna3045
OG0001148	rna1436	rna1234
OG0001149	rna5313	rna1235
OG0001150	rna1434	rna1238
OG0001151	rna5316	rna1240
OG0001152	rna5346	rna3168
OG0001153	rna5347	rna3169
OG0001154	rna5348	rna3171
OG0001155	rna5350	rna3173
OG0001156	rna80	rna2844
OG0001157	rna79	rna2843
OG0001158	rna235	rna2842
OG0001159	rna924	rna2838
OG0001160	rna2285	rna2830
OG0001161	rna5335	rna2829
OG0001162	rna4134	rna4445
OG0001163	rna4135	rna4444
OG0001164	rna4136	rna4443
OG0001165	rna4137	rna4442
OG0001166	rna4138	rna4441
OG0001167	rna4140	rna4439
OG0001168	rna5596	rna4437
OG0001169	rna5599	rna4434
OG0001170	rna4146	rna4432
OG0001171	rna618	rna5264
OG0001172	rna5607	rna4946
OG0001173	rna2149	rna4943
OG0001174	rna436	rna4940
OG0001175	rna2148	rna4939
OG0001176	rna440	rna4932
OG0001177	rna2076	rna4929
OG0001178	rna4422	rna1270
OG0001179	rna5403	rna1271
OG0001180	rna5404	rna1273
OG0001181	rna4472	rna1276
OG0001182	rna5406	rna1277
OG0001183	rna4471	rna1278
OG0001184	rna5407	rna1279
OG0001185	rna5408	rna1280
OG0001186	rna4469	rna1282
OG0001187	rna5410	rna1284
OG0001188	rna5411	rna1286
OG0001189	rna4781	rna954
OG0001190	rna4784	rna958
OG0001191	rna4338	rna3188
OG0001192	rna4337	rna3187
OG0001193	rna2776	rna3186
OG0001194	rna5561	rna3876
OG0001195	rna5563	rna3878
OG0001196	rna1351	rna3879
OG0001197	rna5564	rna3881
OG0001198	rna1355	rna3885
OG0001199	rna1360	rna3892
OG0001200	rna5701	rna1894
OG0001201	rna5697	rna1891
OG0001202	rna5696	rna1889
OG0001203	rna5693	rna1881
OG0001204	rna5689	rna1872
OG0001205	rna5688	rna1871
OG0001206	rna5686	rna1867
OG0001207	rna5684	rna1866
OG0001208	rna4698	rna1865
OG0001209	rna5683	rna1864
OG0001210	rna1670	rna210
OG0001211	rna1666	rna206
OG0001212	rna1663	rna203
OG0001213	rna2924	rna200
OG0001214	rna2927	rna197
OG0001215	rna2928	rna196
OG0001216	rna2930	rna194
OG0001217	rna1659	rna193
OG0001218	rna1658	rna191
OG0001219	rna2933	rna190
OG0001220	rna1654	rna188
OG0001221	rna1650	rna182
OG0001222	rna2942	rna181
OG0001223	rna2943	rna175
OG0001224	rna5192	rna294
OG0001225	rna5191	rna293
OG0001226	rna5187	rna287
OG0001227	rna666	rna284
OG0001228	rna665	rna282
OG0001229	rna664	rna281
OG0001230	rna662	rna279
OG0001231	rna660	rna276
OG0001232	rna655	rna272
OG0001233	rna5180	rna269
OG0001234	rna653	rna268
OG0001235	rna5179	rna267
OG0001236	rna2916	rna219
OG0001237	rna1676	rna216
OG0001238	rna2917	rna215
OG0001239	rna3185	rna5081
OG0001240	rna5676	rna1858
OG0001241	rna5675	rna1857
OG0001242	rna5920	rna1856
OG0001243	rna5674	rna1855
OG0001244	rna5671	rna1851
OG0001245	rna5922	rna1847
OG0001246	rna5923	rna1845
OG0001247	rna5668	rna1844
OG0001248	rna5925	rna1840
OG0001249	rna5665	rna1837
OG0001250	rna5664	rna1836
OG0001251	rna5663	rna1835
OG0001252	rna1253	rna3207
OG0001253	rna2639	rna3209
OG0001254	rna2638	rna4026
OG0001255	rna1248	rna4030
OG0001256	rna1246	rna4033
OG0001257	rna1245	rna4034
OG0001258	rna1244	rna4035
OG0001259	rna2613	rna4041
OG0001260	rna2614	rna4043
OG0001261	rna2615	rna4044
OG0001262	rna2617	rna4046
OG0001263	rna1239	rna4048
OG0001264	rna1238	rna4049
OG0001265	rna1237	rna4050
OG0001266	rna1231	rna4052
OG0001267	rna1232	rna4053
OG0001268	rna3842	rna4115
OG0001269	rna3843	rna4114
OG0001270	rna3232	rna4112
OG0001271	rna1228	rna4059
OG0001273	rna5325	rna4469
OG0001274	rna363	rna4473
OG0001275	rna362	rna4474
OG0001276	rna5071	rna4149
OG0001277	rna5070	rna4148
OG0001278	rna5069	rna4146
OG0001279	rna2847	rna4141
OG0001280	rna2182	rna2458
OG0001281	rna1759	rna4960
OG0001282	rna1026	rna4957
OG0001283	rna1029	rna4425
OG0001284	rna1763	rna4421
OG0001285	rna1032	rna4420
OG0001286	rna1033	rna4419
OG0001287	rna2436	rna891
OG0001288	rna4881	rna1213
OG0001289	rna1445	rna1217
OG0001290	rna1444	rna1218
OG0001291	rna5306	rna1220
OG0001292	rna1442	rna1221
OG0001293	rna4507	rna1702
OG0001294	rna3601	rna1699
OG0001295	rna3600	rna1698
OG0001296	rna3598	rna1696
OG0001297	rna3597	rna1695
OG0001298	rna4504	rna1694
OG0001299	rna3596	rna1693
OG0001300	rna4503	rna1692
OG0001301	rna3595	rna1691
OG0001302	rna3594	rna1690
OG0001303	rna5282	rna3720
OG0001304	rna26	rna1371
OG0001305	rna27	rna1372
OG0001306	rna5770	rna1373
OG0001307	rna5767	rna1379
OG0001308	rna5048	rna1726
OG0001309	rna5049	rna1724
OG0001310	rna5518	rna1719
OG0001311	rna5511	rna4122
OG0001312	rna5059	rna4126
OG0001313	rna5507	rna4127
OG0001314	rna5506	rna4128
OG0001315	rna5064	rna4135
OG0001316	rna5501	rna4138
OG0001317	rna5067	rna4139
OG0001318	rna4799	rna784
OG0001319	rna4805	rna775
OG0001320	rna3534	rna1544
OG0001321	rna4741	rna2750
OG0001322	rna5359	rna2753
OG0001323	rna300	rna2758
OG0001324	rna1261	rna3192
OG0001325	rna3320	rna922
OG0001326	rna1259	rna3195
OG0001327	rna2644	rna3196
OG0001328	rna2643	rna3197
OG0001329	rna2642	rna3199
OG0001330	rna1256	rna3203
OG0001331	rna1410	rna3985
OG0001332	rna1413	rna3988
OG0001333	rna1177	rna2593
OG0001334	rna1179	rna2595
OG0001335	rna746	rna2596
OG0001336	rna745	rna2598
OG0001337	rna1181	rna2599
OG0001338	rna744	rna2600
OG0001339	rna1182	rna2601
OG0001340	rna1183	rna2602
OG0001341	rna743	rna2605
OG0001342	rna742	rna2608
OG0001343	rna1189	rna2611
OG0001344	rna1190	rna2612
OG0001345	rna6182	rna3368
OG0001346	rna6179	rna3371
OG0001347	rna6178	rna3372
OG0001348	rna6174	rna3378
OG0001349	rna357	rna3379
OG0001350	rna356	rna3380
OG0001351	rna355	rna3381
OG0001352	rna6173	rna3382
OG0001353	rna5857	rna4776
OG0001354	rna5858	rna4777
OG0001355	rna5859	rna4778
OG0001356	rna5864	rna4782
OG0001357	rna5865	rna4783
OG0001358	rna5867	rna4787
OG0001359	rna4661	rna4789
OG0001360	rna4068	rna4720
OG0001361	rna799	rna4719
OG0001362	rna797	rna4716
OG0001363	rna796	rna4715
OG0001364	rna795	rna4714
OG0001365	rna794	rna4713
OG0001366	rna4065	rna4705
OG0001367	rna4064	rna4704
OG0001368	rna2654	rna5311
OG0001369	rna2655	rna5313
OG0001370	rna4373	rna3181
OG0001371	rna4371	rna3179
OG0001372	rna6257	rna3706
OG0001373	rna2181	rna2457
OG0001374	rna2026	rna2424
OG0001375	rna4161	rna1480
OG0001376	rna4160	rna1481
OG0001377	rna3806	rna5020
OG0001378	rna2549	rna1650
OG0001379	rna6110	rna5024
OG0001380	rna1771	rna4405
OG0001381	rna1774	rna4409
OG0001382	rna1042	rna4411
OG0001383	rna1777	rna4403
OG0001384	rna1778	rna4402
OG0001385	rna1779	rna4401
OG0001386	rna2216	rna2516
OG0001387	rna2215	rna2515
OG0001388	rna2211	rna2511
OG0001389	rna2210	rna2509
OG0001390	rna2209	rna2508
OG0001391	rna4178	rna2505
OG0001392	rna2206	rna2503
OG0001393	rna4175	rna2501
OG0001394	rna4174	rna2500
OG0001395	rna69	rna2496
OG0001396	rna2204	rna2495
OG0001397	rna5205	rna321
OG0001398	rna687	rna323
OG0001399	rna688	rna324
OG0001400	rna1122	rna326
OG0001401	rna5209	rna328
OG0001402	rna5212	rna331
OG0001403	rna5215	rna333
OG0001404	rna3052	rna3025
OG0001405	rna5825	rna1319
OG0001406	rna5823	rna1317
OG0001407	rna1513	rna1312
OG0001408	rna5829	rna1308
OG0001409	rna1507	rna1301
OG0001410	rna5421	rna1299
OG0001411	rna5417	rna1295
OG0001412	rna5416	rna1291
OG0001413	rna4779	rna959
OG0001414	rna4777	rna961
OG0001415	rna4774	rna967
OG0001416	rna4773	rna968
OG0001417	rna4770	rna974
OG0001418	rna4348	rna4151
OG0001419	rna4346	rna972
OG0001420	rna4772	rna970
OG0001421	rna4353	rna981
OG0001422	rna4354	rna983
OG0001423	rna4763	rna984
OG0001424	rna6107	rna5028
OG0001425	rna6109	rna5025
OG0001426	rna1007	rna4990
OG0001427	rna1006	rna4991
OG0001428	rna1037	rna3230
OG0001429	rna3673	rna5069
OG0001430	rna3672	rna5071
OG0001431	rna3179	rna5074
OG0001432	rna5702	rna1896
OG0001433	rna5565	rna3893
OG0001434	rna4290	rna2026
OG0001435	rna4289	rna2025
OG0001436	rna4407	rna2024
OG0001437	rna832	rna2023
OG0001438	rna4287	rna2022
OG0001439	rna3457	rna2020
OG0001440	rna3458	rna2019
OG0001441	rna4285	rna2018
OG0001442	rna3459	rna2016
OG0001443	rna3461	rna2014
OG0001444	rna4281	rna2009
OG0001445	rna3462	rna2008
OG0001446	rna4278	rna2005
OG0001447	rna2135	rna4825
OG0001448	rna2134	rna4826
OG0001449	rna2132	rna4829
OG0001450	rna5892	rna4831
OG0001451	rna256	rna70
OG0001452	rna2280	rna1173
OG0001453	rna2281	rna1171
OG0001454	rna2283	rna1169
OG0001455	rna4158	rna1482
OG0001456	rna3812	rna1210
OG0001457	rna4171	rna5017
OG0001458	rna3804	rna5015
OG0001459	rna2224	rna5034
OG0001460	rna3504	rna4096
OG0001461	rna3503	rna4095
OG0001462	rna3502	rna4094
OG0001463	rna5163	rna5206
OG0001464	rna4034	rna5177
OG0001465	rna4035	rna5180
OG0001466	rna580	rna5183
OG0001467	rna581	rna5185
OG0001468	rna582	rna5186
OG0001469	rna2020	rna2416
OG0001470	rna3890	rna4596
OG0001471	rna1831	rna4601
OG0001472	rna3898	rna4610
OG0001473	rna3900	rna4613
OG0001474	rna1822	rna4616
OG0001475	rna3903	rna4617
OG0001476	rna1821	rna4619
OG0001477	rna1820	rna4620
OG0001478	rna3542	rna4645, rna4629
OG0001479	rna5937	rna1822
OG0001480	rna5936	rna1823
OG0001481	rna5935	rna1824
OG0001482	rna5932	rna1829
OG0001483	rna5661	rna1830
OG0001484	rna1409	rna3984
OG0001485	rna4431	rna3983
OG0001486	rna5782	rna1354
OG0001487	rna3166	rna4249
OG0001488	rna5779	rna1357
OG0001489	rna3188	rna5091
OG0001490	rna3189	rna5092
OG0001491	rna5967	rna1766
OG0001492	rna5966	rna1768
OG0001493	rna5627	rna1769
OG0001494	rna5628	rna1770
OG0001495	rna5964	rna1772
OG0001496	rna5633	rna1777
OG0001497	rna5634	rna1778
OG0001498	rna5640	rna1787
OG0001499	rna5641	rna1789
OG0001500	rna5955	rna1793
OG0001501	rna5648	rna1796
OG0001502	rna1860	rna108
OG0001503	rna1852	rna116
OG0001504	rna1851	rna119
OG0001505	rna2722	rna624
OG0001506	rna4988	rna631
OG0001507	rna2727	rna636
OG0001508	rna4983	rna640
OG0001509	rna2728	rna641
OG0001510	rna4982	rna642
OG0001511	rna4979	rna646
OG0001512	rna4977	rna648
OG0001513	rna738	rna649
OG0001514	rna4976	rna650
OG0001515	rna4974	rna652
OG0001516	rna4973	rna653
OG0001517	rna737	rna655
OG0001518	rna4970	rna657
OG0001519	rna735	rna659
OG0001520	rna734	rna660
OG0001521	rna2777	rna3184
OG0001522	rna4672	rna4771
OG0001523	rna5854	rna4772
OG0001524	rna5855	rna4773
OG0001525	rna6172	rna3386
OG0001526	rna352	rna3387
OG0001527	rna351	rna3388
OG0001528	rna4132	rna4447
OG0001529	rna3256	rna4104
OG0001530	rna3237	rna4106
OG0001531	rna3236	rna4107
OG0001532	rna3258	rna4108
OG0001533	rna3234	rna4109
OG0001534	rna3279	rna416
OG0001535	rna3829	rna469
OG0001536	rna3266	rna470
OG0001537	rna3828	rna473
OG0001538	rna4649	rna3317
OG0001539	rna842	rna3315
OG0001540	rna841	rna3314
OG0001541	rna840	rna3309
OG0001542	rna4655	rna3308
OG0001543	rna4362	rna2862
OG0001544	rna4363	rna2860
OG0001545	rna4364	rna2859
OG0001546	rna4365	rna2858
OG0001547	rna4367	rna2856
OG0001548	rna4331	rna2852
OG0001549	rna4332	rna2851
OG0001550	rna4312	rna3704
OG0001551	rna1605	rna3703
OG0001552	rna3389	rna3699
OG0001553	rna1603	rna3697
OG0001554	rna3385	rna3695
OG0001555	rna1602	rna3694
