Orthogroup	k_lactis_proteins	l_kluyveri_v2_proteins	l_thermotolerans_proteins	l_waltii_v3_proteins	n_castellii_proteins	s_bayanus_proteins	s_cerevisiae_proteins	s_kudriavzevii_proteins	s_mikatae_proteins	s_paradoxus_proteins	schizo_pombe_proteins
OG0003443	rna3467	SAKL-ORF8662	rna5202		rna888	Sbay_3.33	rna603	Skud_3.73	Smik_3.94	Spar_3.94	rna2845
OG0003444	rna3472	SAKL-ORF14265	rna107	Kwal_23.5049	rna2936	Sbay_6.53	rna1861	Skud_6.65	Smik_6.72	Spar_6.84	
OG0003445	rna3476		rna1514	Kwal_26.7552	rna425	Sbay_11.86	rna3513	Skud_11.88	Smik_11.97	Spar_11.117	rna2218
OG0003446	rna3480	SAKL-ORF7605	rna1517	Kwal_26.7564	rna428	Sbay_11.89	rna3516	Skud_11.91	Smik_11.100	Spar_11.120	
OG0003447	rna3485	SAKL-ORF13844	rna2773	Kwal_27.12483	rna1134	Sbay_2.88	rna180	Skud_2.72	Smik_2.84	Spar_2.88	
OG0003448	rna3496	SAKL-ORF13890	rna2762		rna5453	Sbay_4.321	rna302	Skud_2.205	Smik_2.214	Spar_2.236	rna4954
OG0003449	rna3500	SAKL-ORF3730	rna5299	Kwal_34.16012	rna4381	Sbay_2.483	rna1263	Skud_4.578	Smik_4.568	Spar_4.692	
OG0003450	rna3509	SAKL-ORF6292	rna3787	Kwal_47.19281	rna4500	Sbay_7.14	rna1958		Smik_7.14	Spar_7.21	rna1595
OG0003451	rna3533	SAKL-ORF10542	rna1180	Kwal_56.22874	rna5535	Sbay_4.207	rna900	Skud_4.211	Smik_4.195	Spar_4.237	
OG0003452	rna3534	SAKL-ORF10537	rna1181	Kwal_56.22868	rna2883	Sbay_15.95	rna5338	Skud_15.82	Smik_15.88	Spar_15.107	
OG0003453	rna3535	SAKL-ORF232	rna2435	Kwal_47.17321	rna2061	Sbay_16.345	rna6112	Skud_16.306	Smik_16.262	Spar_16.368	
OG0003454	rna3540	SAKL-ORF211	rna2432	Kwal_47.17310	rna2052	Sbay_5.245	rna1718	Skud_5.254	Smik_5.269	Spar_5.297	
OG0003455	rna3547	SAKL-ORF3506	rna4102	Kwal_23.2860	rna4325	Sbay_11.83	rna3510	Skud_11.85	Smik_11.94	Spar_11.114	
OG0003456	rna3550		rna4099	Kwal_23.2849	rna4328	Sbay_11.80	rna3507	Skud_11.82	Smik_11.91	Spar_11.111	rna5554
OG0003457	rna3552	SAKL-ORF14788	rna1611	Kwal_26.7950	rna497	Sbay_11.240	rna3665	Skud_11.239	Smik_11.264	Spar_11.289	
OG0003458	rna3565	SAKL-ORF14208	rna79	Kwal_23.5157	rna2073	Sbay_6.69	rna1876	Skud_6.79	Smik_6.88	Spar_6.98	
OG0003459	rna3573	SAKL-ORF14218	rna85		rna2076	Sbay_16.317	rna6089	Skud_16.282	Smik_16.235	Spar_16.337	rna564
OG0003460	rna3590	SAKL-ORF7325	rna3305	Kwal_23.3475	rna2202	Sbay_4.139	rna839	Skud_4.147	Smik_4.129	Spar_4.173	
OG0003461	rna3595	SAKL-ORF7319	rna3300	Kwal_23.3460	rna3229	Sbay_7.119	rna2059	Skud_7.127	Smik_7.127	Spar_7.134	
OG0003462	rna3601	SAKL-ORF10957	rna3155	Kwal_33.14133	rna1003	Sbay_6.198	rna3139	Skud_10.97	Smik_10.116	Spar_10.122	
OG0003463	rna3603	SAKL-ORF10970	rna3152	Kwal_33.14125	rna2408	Sbay_11.281	rna3702	Skud_11.283	Smik_11.309	Spar_11.337	
OG0003464	rna3606	SAKL-ORF11016	rna3148	Kwal_33.14114	rna1005	Sbay_6.201	rna3136	Skud_10.94	Smik_10.113	Spar_10.117	
OG0003465	rna3614	SAKL-ORF11060	rna3142	Kwal_33.14089	rna1009	Sbay_6.206	rna3131	Skud_10.89	Smik_10.108	Spar_10.112	
OG0003466	rna3619	SAKL-ORF11134	rna3137	Kwal_33.14060	rna1014	Sbay_6.211	rna3126	Skud_10.84	Smik_10.103	Spar_10.104	
OG0003467	rna3620	SAKL-ORF11146	rna3136	Kwal_33.14056	rna1015	Sbay_6.212	rna3125	Skud_10.83	Smik_10.102	Spar_10.103	
OG0003468	rna3623	SAKL-ORF2343	rna857	Kwal_14.1015	rna3297, rna744	Sbay_7.531	rna2463	Skud_7.573	Smik_16.67		
OG0003469	rna3624	SAKL-ORF2342	rna858	Kwal_14.1018	rna3298	Sbay_15.358	rna2744	Skud_8.223	Smik_8.243	Spar_8.256	
OG0003470	rna3627	SAKL-ORF2334	rna861	Kwal_14.1028	rna4138	Sbay_7.529	rna2461	Skud_7.571	Smik_16.69	Spar_7.597	
OG0003471	rna3629	SAKL-ORF3091	rna863	Kwal_14.1041	rna4140	Sbay_7.527	rna2459	Skud_7.569	Smik_16.71		rna6568
OG0003472	rna3639	SAKL-ORF3112	rna874	Kwal_27.12727	rna3304	Sbay_15.350	rna2735	Skud_8.215	Smik_8.235	Spar_8.248	
OG0003473	rna3643	SAKL-ORF3119	rna878	Kwal_27.9843	rna4153	Sbay_7.516	rna2448	Skud_7.558	Smik_16.83	Spar_7.582	
OG0003474	rna3649	SAKL-ORF3136	rna884	Kwal_27.9870	rna764		rna2443	Skud_7.555	Smik_16.86	Spar_7.579	rna1565
OG0003475	rna3655	SAKL-ORF3150	rna889	Kwal_27.9892	rna3315	Sbay_10.131	rna3877	Skud_12.113	Smik_12.109	Spar_12.123	
OG0003476	rna3665	SAKL-ORF3189	rna398	Kwal_33.15524	rna751	Sbay_7.500	rna2430	Skud_7.542	Smik_16.100	Spar_7.563	
OG0003477	rna3666	SAKL-ORF3193	rna400	Kwal_33.15519	rna3321	Sbay_12.110	rna3287	Skud_10.247	Smik_10.302		rna1167
OG0003478	rna3667	SAKL-ORF3194	rna401	Kwal_33.15517	rna3322	Sbay_12.109	rna3286	Skud_10.246	Smik_10.301		rna6839
OG0003479	rna3671	SAKL-ORF3205	rna406	Kwal_33.15495	rna3325	Sbay_12.105	rna3283	Skud_10.242	Smik_10.297		rna5988
OG0003480	rna3674		rna2235	Kwal_55.20008	rna5139	Sbay_15.295	rna2682	Skud_8.161	Smik_8.178	Spar_8.184	rna6273
OG0003481	rna3676		rna2233	Kwal_55.19999	rna3071	Sbay_2.433	rna1216	Skud_4.528	Smik_4.516	Spar_4.641	rna3889
OG0003482	rna3677	SAKL-ORF3945	rna2232		rna4581	Sbay_8.88	rna5452	Skud_15.200	Smik_15.214	Spar_15.232	rna5689
OG0003483	rna3681	SAKL-ORF3952	rna2228	Kwal_55.19970	rna3067	Sbay_2.429	rna1213	Skud_4.525	Smik_4.513	Spar_4.638	
OG0003484	rna3683	SAKL-ORF3953	rna2226	Kwal_55.19964	rna4585	Sbay_8.82	rna5446	Skud_15.195	Smik_15.208	Spar_15.226	
OG0003485	rna3686	SAKL-ORF3974	rna2221	Kwal_55.19939	rna823	Sbay_2.424	rna1203	Skud_4.520	Smik_4.505		rna4647
OG0003486	rna3689	SAKL-ORF3816	rna2288	Kwal_55.20206	rna4396	Sbay_2.499	rna1281	Skud_4.596	Smik_4.589	Spar_4.709	
OG0003487	rna3691	SAKL-ORF3818	rna2286	Kwal_55.20201	rna5124	Sbay_15.274	rna2664	Skud_8.142	Smik_8.159	Spar_8.163	
OG0003488	rna3692	SAKL-ORF3821	rna2285		rna4397	Sbay_2.500	rna1282	Skud_4.597	Smik_4.590	Spar_4.710	rna2390
OG0003489	rna3696	SAKL-ORF3832	rna2281	Kwal_55.20177	rna5126	Sbay_15.277	rna2666	Skud_8.144	Smik_8.161	Spar_8.165	
OG0003490	rna3723		rna4484	Kwal_56.23112	rna5509	Sbay_4.239	rna930	Skud_4.243	Smik_4.224	Spar_4.269	rna901
OG0003491	rna3733		rna4153		rna2269, rna4792	Sbay_14.260, Sbay_9.51		Skud_14.251, Skud_9.29	Smik_14.247	Spar_14.260	
OG0003492	rna3737	SAKL-ORF2676	rna825	Kwal_14.901	rna3049	Sbay_9.241	rna3024	Skud_9.206	Smik_9.229	Spar_9.231	
OG0003493	rna3741		rna829	Kwal_14.913	rna5297	Sbay_11.212	rna3639	Skud_11.213	Smik_11.239	Spar_11.262	rna4559
OG0003494	rna3742	SAKL-ORF2684	rna830	Kwal_14.915	rna5296	Sbay_11.213	rna3640	Skud_11.214	Smik_11.240		rna1143
OG0003495	rna3744	SAKL-ORF2690	rna832	Kwal_14.929	rna3051	Sbay_9.240	rna3023	Skud_9.205	Smik_9.228	Spar_9.230	
OG0003496	rna3746		rna834	Kwal_14.936	rna5295	Sbay_11.215	rna3642	Skud_11.216	Smik_11.242	Spar_11.266	rna1829
OG0003497	rna3759		rna1626	Kwal_26.8025	rna4178	Sbay_13.248	rna4550	Skud_13.227	Smik_13.250	Spar_13.241	rna4701
OG0003498	rna3760	SAKL-ORF14738	rna1625	Kwal_26.8021	rna4179, rna488	Sbay_13.246	rna4549		Smik_13.249		rna76
OG0003499	rna3762	SAKL-ORF14758	rna1622	Kwal_26.8001		Sbay_8.58	rna2572	Skud_8.49	Smik_8.53	Spar_8.59	rna5012
OG0003500	rna3765	SAKL-ORF14776	rna1617	Kwal_26.7976	rna492	Sbay_11.198		Skud_11.200	Smik_11.226	Spar_11.249	rna598
OG0003501	rna3766	SAKL-ORF14777	rna1616	Kwal_26.7972	rna4182	Sbay_8.56	rna2570	Skud_8.47	Smik_8.51		rna1110
OG0003502	rna3773	SAKL-ORF15201	rna4864	Kwal_27.11118	rna5051	Sbay_16.128	rna5911	Skud_16.98	Smik_6.385	Spar_16.144	
OG0003503	rna3778	SAKL-ORF15213	rna4859	Kwal_27.11138	rna3526		rna2112	Skud_7.190	Smik_7.191	Spar_7.198	rna1800
OG0003504	rna3782	SAKL-ORF15222	rna4855	Kwal_27.11167	rna5047	Sbay_16.122	rna5906	Skud_16.93	Smik_6.391	Spar_16.138	
OG0003505	rna3795	SAKL-ORF15261	rna4842	Kwal_56.23967	rna5036	Sbay_16.113	rna5898	Skud_16.85	Smik_6.399	Spar_16.129	
OG0003506	rna3796	SAKL-ORF15270		Kwal_56.23975	rna3536	Sbay_7.190	rna2124	Skud_7.202	Smik_7.203	Spar_7.210	rna5760
OG0003507	rna3799	SAKL-ORF15274	rna4839	Kwal_56.23995	rna3537	Sbay_7.191	rna2125	Skud_7.203	Smik_7.204	Spar_7.211	
OG0003508	rna3802	SAKL-ORF5270	rna4687	Kwal_56.24658	rna1483	Sbay_4.77	rna779	Skud_4.88	Smik_4.69	Spar_4.94	
OG0003509	rna3807	SAKL-ORF5261	rna4682	Kwal_56.24670		Sbay_4.76	rna778	Skud_4.87	Smik_4.68	Spar_4.93	rna6857
OG0003510	rna3810	SAKL-ORF5249	rna551	Kwal_33.14848	rna3949	Sbay_10.288	rna4050	Skud_12.257	Smik_12.252	Spar_12.300	
OG0003511	rna3830	SAKL-ORF5197	rna1107	Kwal_27.10895	rna1497	Sbay_5.210	rna1687	Skud_5.214	Smik_5.234	Spar_5.257	
OG0003512	rna3831	SAKL-ORF5195	rna1106	Kwal_27.10886	rna1498	Sbay_5.211	rna1688	Skud_5.215	Smik_5.235		rna4506
OG0003513	rna3834		rna1103	Kwal_27.10880	rna1500	Sbay_5.213	rna1690	Skud_5.217	Smik_5.237	Spar_5.262	rna6082
OG0003514	rna3838	SAKL-ORF5177	rna1099	Kwal_27.10861	rna3932	Sbay_2.53	rna148	Skud_2.40	Smik_2.52	Spar_2.59	
OG0003515	rna3839	SAKL-ORF5176	rna1098	Kwal_27.10852	rna3931	Sbay_2.51	rna147	Skud_2.39	Smik_2.50	Spar_2.57	
OG0003516	rna3852		rna1085	Kwal_27.10807	rna3925	Sbay_2.42	rna136	Skud_2.29	Smik_2.41	Spar_2.45	rna5185
OG0003517	rna3856	SAKL-ORF5143	rna1080	Kwal_27.10791	rna3922	Sbay_2.37	rna133	Skud_2.26	Smik_2.38	Spar_2.42	
OG0003518	rna3861	SAKL-ORF5124	rna1075	Kwal_27.10756	rna1515	Sbay_5.232	rna1705	Skud_5.237	Smik_5.256	Spar_5.283	
OG0003519	rna3863	SAKL-ORF5118	rna1073	Kwal_27.10746	rna1517	Sbay_5.234	rna1707	Skud_5.266	Smik_5.258	Spar_5.285	
OG0003520	rna3873	SAKL-ORF9637	rna3749	Kwal_55.22098	rna3797	Sbay_14.18	rna4837	Skud_14.18	Smik_14.10	Spar_14.13	
OG0003521	rna3876	SAKL-ORF4428	rna3598	Kwal_55.21433	rna4437	Sbay_8.172	rna5534	Skud_15.282	Smik_15.297		rna678
OG0003522	rna3877	SAKL-ORF4430	rna3599	Kwal_55.21437	rna5151	Sbay_8.171	rna5533	Skud_15.281	Smik_15.296		rna4931
OG0003523	rna3880	SAKL-ORF4435	rna3603	Kwal_55.21453	rna4434	Sbay_8.170	rna5532	Skud_15.280	Smik_15.295		rna1921
OG0003524	rna3883	SAKL-ORF4441	rna3606	Kwal_55.21468	rna4431	Sbay_2.534	rna1313	Skud_4.631	Smik_4.628	Spar_4.600	
OG0003525	rna3888	SAKL-ORF4450	rna3610	Kwal_55.21486	rna5147	Sbay_15.306	rna2692	Skud_8.171	Smik_8.188	Spar_8.194	
OG0003526	rna3889	SAKL-ORF4451	rna3611	Kwal_55.21488	rna5146	Sbay_15.305	rna2691	Skud_8.170	Smik_8.187	Spar_8.193	
OG0003527	rna3893	SAKL-ORF4458	rna3615	Kwal_55.21514	rna4423	Sbay_2.529	rna1308	Skud_4.626	Smik_4.623	Spar_4.605	
OG0003528	rna3894	SAKL-ORF4461	rna3616	Kwal_55.21515	rna4422	Sbay_2.528	rna1307	Skud_4.625	Smik_4.622	Spar_4.606	
OG0003529	rna3899	SAKL-ORF4470	rna3621	Kwal_55.21536	rna679	Sbay_15.300	rna2686	Skud_8.165	Smik_8.182	Spar_8.188	
OG0003530	rna3900	SAKL-ORF4472	rna3622	Kwal_55.21538	rna4419	Sbay_2.525	rna1304	Skud_4.622	Smik_4.619	Spar_4.609	
OG0003531	rna3906	SAKL-ORF4482	rna3628	Kwal_55.21559	rna3073	Sbay_2.435	rna1218	Skud_4.530	Smik_4.518	Spar_4.643	
OG0003532	rna3907	SAKL-ORF4484	rna3629	Kwal_55.21561	rna4576	Sbay_8.90	rna5454	Skud_15.202	Smik_15.216	Spar_15.236	
OG0003533	rna3914	SAKL-ORF7472	rna5346	Kwal_34.15839	rna398	Sbay_13.323	rna4626	Skud_13.304	Smik_13.342	Spar_13.329	
OG0003534	rna3927	SAKL-ORF8429	rna952	Kwal_27.10183		Sbay_5.38	rna1542	Skud_5.60	Smik_5.72	Spar_5.48	rna1616
OG0003535	rna3930		rna3190	Kwal_33.14314	rna846	Sbay_12.127	rna3306	Skud_10.262	Smik_10.319	Spar_10.309	rna214
OG0003536	rna3932	SAKL-ORF8441	rna5297	Kwal_34.16021	rna4925	Sbay_5.40	rna1544	Skud_5.62	Smik_5.75	Spar_5.50	
OG0003537	rna3934	SAKL-ORF8447	rna5294	Kwal_34.16027	rna853	Sbay_12.125	rna3304	Skud_10.260	Smik_10.315	Spar_10.306	
OG0003538	rna3940	SAKL-ORF8466	rna5287	Kwal_34.16064	rna859		rna3299	Skud_10.255	Smik_10.310	Spar_10.300	rna5189
OG0003539	rna3942	Mod_transcript_37	rna5285	Kwal_34.16077	rna4921	Sbay_5.46	rna1550	Skud_5.72	Smik_5.81	Spar_5.59	
OG0003540	rna3958	SAKL-ORF6737	rna607	Kwal_33.14629	rna2323, rna4725	Sbay_15.327		Skud_8.191	Smik_8.211	Spar_8.221	
OG0003541	rna3959	SAKL-ORF1613	rna2666	Kwal_27.11965	rna1820	Sbay_4.460	rna428	Skud_2.332	Smik_2.346	Spar_2.374	
OG0003542	rna3962	SAKL-ORF1650	rna2669	Kwal_27.11976	rna2743	Sbay_16.252	rna6029	Skud_16.220	Smik_16.174	Spar_16.268	
OG0003543	rna3963	SAKL-ORF1643	rna2670	Kwal_27.11981	rna1818	Sbay_4.458	rna426	Skud_2.330	Smik_2.344	Spar_2.372	
OG0003544	rna3970	SAKL-ORF1652	rna2676	Kwal_27.12008	rna2316	Sbay_16.245	rna6024	Skud_16.214	Smik_16.168	Spar_16.262	
OG0003545	rna3973	SAKL-ORF1657	rna2679	Kwal_27.12016	rna2735	Sbay_16.243	rna6022	Skud_16.212	Smik_16.166	Spar_16.260	
OG0003546	rna3974	SAKL-ORF1658	rna2680	Kwal_27.12018	rna2734	Sbay_16.242	rna6021	Skud_16.211	Smik_16.165	Spar_16.259	
OG0003547	rna3975	SAKL-ORF1660	rna2681	Kwal_27.12020	rna2733	Sbay_16.241	rna6020	Skud_16.210	Smik_16.164	Spar_16.258	
OG0003548	rna3976		rna2683	Kwal_27.12027	rna1815	Sbay_4.454	rna421	Skud_2.326	Smik_2.340	Spar_2.368	rna1325
OG0003549	rna3985		rna2692	Kwal_27.12075	rna2727	Sbay_16.234	rna6014	Skud_16.204	Smik_16.158	Spar_16.251	rna5311
OG0003550	rna3992	SAKL-ORF1706	rna2699		rna2724	Sbay_16.230	rna6011	Skud_16.201	Smik_16.155	Spar_16.246	rna4595
OG0003551	rna4000	SAKL-ORF1719	rna2706	Kwal_27.12125	rna1799	Sbay_4.436	rna405	Skud_2.311	Smik_2.325	Spar_2.350	
OG0003552	rna4010	SAKL-ORF1746	rna2715	Kwal_27.12173	rna1793	Sbay_4.431	rna399	Skud_2.306	Smik_2.320	Spar_2.340	
OG0003553	rna4019	SAKL-ORF1762	rna2723	Kwal_27.12211	rna2713	Sbay_16.212	rna5993	Skud_16.183	Smik_16.137	Spar_16.228	
OG0003554	rna4020	SAKL-ORF1763	rna2724	Kwal_27.12212	rna2712	Sbay_16.211	rna5992	Skud_16.182	Smik_16.136	Spar_16.227	
OG0003555	rna4022	SAKL-ORF1766	rna2726	Kwal_27.12223	rna2711	Sbay_16.209	rna5990	Skud_16.180	Smik_16.134	Spar_16.225	
OG0003556	rna4035	SAKL-ORF1793	rna2738	Kwal_27.12275	rna1776	Sbay_4.420	rna388	Skud_2.295	Smik_2.308	Spar_2.328	
OG0003557	rna4036	SAKL-ORF1794	rna2739	Kwal_27.12276	rna2706	Sbay_16.204	rna5985	Skud_16.175	Smik_16.129	Spar_16.220	
OG0003558	rna4041	SAKL-ORF1801	rna2744		rna2704	Sbay_16.202	rna5984	Skud_16.172	Smik_16.128	Spar_16.217	rna5251
OG0003559	rna4061	SAKL-ORF8131	rna1356	Kwal_26.6791	rna5344	Sbay_8.424	rna5780	Skud_15.535	Smik_15.550	Spar_15.587	
OG0003560	rna4064	SAKL-ORF8124	rna1352	Kwal_26.6770	rna5348	Sbay_8.428	rna5784	Skud_15.539	Smik_15.554	Spar_15.591	
OG0003561	rna4066	SAKL-ORF8115	rna1350	Kwal_26.6752	rna5350	Sbay_8.430	rna5786	Skud_15.541	Smik_15.556	Spar_15.593	
OG0003562	rna4068	SAKL-ORF8111	rna1348	Kwal_26.6745	rna784	Sbay_1.8	rna12	Skud_1.4	Smik_1.7	Spar_1.10	
OG0003563	rna4069	SAKL-ORF8107	rna1347	Kwal_26.6739	rna785	Sbay_1.7	rna11	Skud_1.3	Smik_1.6	Spar_1.9	
OG0003564	rna4075	SAKL-ORF1803	rna2745		rna2703	Sbay_16.200	rna5983	Skud_16.170	Smik_16.126	Spar_16.215	rna1845
OG0003565	rna4080	SAKL-ORF1815	rna1743	Kwal_26.8487	rna1772	Sbay_8.251	rna5615	Skud_15.362	Smik_15.382	Spar_15.402	
OG0003566	rna4081	SAKL-ORF1810	rna1741	Kwal_26.8482	rna2699	Sbay_16.196	rna5979	Skud_16.166	Smik_6.313	Spar_16.211	
OG0003567	rna4085	SAKL-ORF1828	rna1747	Kwal_26.8505	rna2696	Sbay_16.194	rna5977	Skud_16.164	Smik_6.315	Spar_16.209	
OG0003568	rna4090	SAKL-ORF1838	rna1752	Kwal_26.8528	rna1766	Sbay_8.256	rna5620	Skud_15.369	Smik_15.388		rna4391
OG0003569	rna4091	SAKL-ORF1839	rna1753	Kwal_26.8530	rna2693	Sbay_16.192	rna5975	Skud_16.162	Smik_6.317	Spar_16.207	
OG0003570	rna4094	SAKL-ORF1853	rna1756		rna2660	Sbay_16.188	rna5970	Skud_16.158	Smik_6.321	Spar_16.203	rna5226
OG0003571	rna4096	SAKL-ORF1855	rna1758	Kwal_26.8559	rna2659	Sbay_16.189	rna5971	Skud_16.159	Smik_6.320	Spar_16.204	
OG0003572	rna4098	SAKL-ORF1858	rna1760		rna1764	Sbay_8.258	rna5622	Skud_15.372	Smik_15.391	Spar_15.411	rna313
OG0003573	rna4102	SAKL-ORF8931	rna5096	Kwal_14.2484	rna2347	Sbay_4.526	rna489	Skud_2.397	Smik_2.408	Spar_2.442	
OG0003574	rna4103	SAKL-ORF8928	rna5097	Kwal_14.2486	rna2348	Sbay_4.536	rna499	Skud_2.407	Smik_2.418	Spar_2.452	
OG0003575	rna4104		rna5098	Kwal_14.2497	rna2349	Sbay_4.535	rna498	Skud_2.406	Smik_2.417	Spar_2.451	rna6193
OG0003576	rna4109	SAKL-ORF8912	rna5103	Kwal_14.2518	rna945	Sbay_6.126	rna3209	Skud_10.146	Smik_10.190	Spar_10.194	
OG0003577	rna4113	SAKL-ORF8886	rna5108	Kwal_14.2543	rna949	Sbay_6.132	rna3203	Skud_10.152	Smik_10.184	Spar_10.188	
OG0003578	rna4115	SAKL-ORF8879	rna5110	Kwal_14.2554	rna950	Sbay_6.133	rna3202	Skud_10.153	Smik_10.183	Spar_10.187	
OG0003579	rna4122	SAKL-ORF8872	rna5115	Kwal_14.2580	rna954	Sbay_6.137	rna3198	Skud_10.158	Smik_10.179	Spar_10.183	
OG0003580	rna4130	SAKL-ORF8859	rna5123	Kwal_0.10	rna2360	Sbay_4.537	rna500	Skud_2.408	Smik_2.419	Spar_2.453	
OG0003581	rna4132	SAKL-ORF8852	rna5125	Kwal_0.30	rna957	Sbay_6.142	rna3193	Skud_10.163	Smik_10.174	Spar_10.178	
OG0003582	rna4135	SAKL-ORF8848	rna5127	Kwal_0.37	rna958	Sbay_6.143	rna3192	Skud_10.164	Smik_10.173	Spar_10.177	
OG0003583	rna4137	SAKL-ORF8846	rna5129	Kwal_0.40	rna2365	Sbay_4.541	rna504	Skud_2.412	Smik_2.423	Spar_2.457	
OG0003584	rna4147	SAKL-ORF8826	rna5139	Kwal_0.75	rna2341	Sbay_4.520	rna483	Skud_2.391	Smik_2.402	Spar_2.436	
OG0003585	rna4150	SAKL-ORF8823	rna5142	Kwal_0.82	rna2340	Sbay_6.102	rna1908	Skud_6.117	Smik_7.344	Spar_6.140	
OG0003586	rna4161	SAKL-ORF13452	rna1404	Kwal_26.7036	rna4270	Sbay_1.35	rna39	Skud_1.30	Smik_1.35	Spar_1.38	
OG0003587	rna4162	SAKL-ORF13453	rna1405	Kwal_26.7038	rna3896	Sbay_8.384	rna5746	Skud_15.499	Smik_15.512	Spar_15.546	
OG0003588	rna4164	SAKL-ORF13463	rna1409	Kwal_26.7052	rna5326	Sbay_8.380	rna5743	Skud_15.496	Smik_15.509	Spar_15.542	
OG0003589	rna4166	SAKL-ORF3987	rna4016	Kwal_47.18236	rna828	Sbay_2.650	rna1426	Skud_4.750	Smik_4.753	Spar_4.844	
OG0003590	rna4172	SAKL-ORF10141	rna1246	Kwal_56.22601	rna5558	Sbay_4.401	rna371	Skud_2.278	Smik_2.291	Spar_2.311	
OG0003591	rna4174	SAKL-ORF9096	rna2811	Kwal_27.12617		Sbay_6.183	rna3150	Skud_10.106		Spar_10.137	rna1460, rna1724
OG0003592	rna4180	SAKL-ORF7691	rna1550	Kwal_26.7704	rna808	Sbay_13.275	rna4577	Skud_13.254	Smik_13.282	Spar_13.271	
OG0003593	rna4186	SAKL-ORF2512	rna769	Kwal_26.9503	rna3386	Sbay_13.504	rna4808	Skud_13.485	Smik_13.528	Spar_13.510	
OG0003594	rna4193	SAKL-ORF4954	rna4022	Kwal_47.18216	rna5000	Sbay_12.183	rna3361	Skud_10.317	Smik_10.383	Spar_10.372	
OG0003595	rna4204	SAKL-ORF7121	rna4191	Kwal_23.4882	rna4816	Sbay_14.283	rna5095	Skud_14.274	Smik_14.269	Spar_14.282	
OG0003596	rna4208	SAKL-ORF7141	rna4195	Kwal_23.4902	rna4817	Sbay_14.286	rna5100	Skud_14.277	Smik_14.272	Spar_14.285	
OG0003597	rna4209	SAKL-ORF7142	rna4196	Kwal_23.4911	rna4818	Sbay_9.81		Skud_9.58	Smik_9.56	Spar_9.61	rna3387
OG0003598	rna4210	SAKL-ORF7146	rna4197	Kwal_23.4914	rna2247	Sbay_9.82	rna2878	Skud_9.59	Smik_9.57	Spar_9.62	
OG0003599	rna4213	SAKL-ORF7150	rna4200	Kwal_23.4921	rna4819	Sbay_14.289	rna5103	Skud_14.280	Smik_14.275	Spar_14.288	
OG0003600	rna4222	SAKL-ORF7175		Kwal_23.4967	rna4833	Sbay_14.295	rna5109	Skud_14.286	Smik_14.281	Spar_14.294	rna6301
OG0003601	rna4224	SAKL-ORF7179	rna4210	Kwal_23.4972	rna4914	Sbay_14.298	rna5113	Skud_14.289	Smik_14.286	Spar_14.306	
OG0003602	rna4228	SAKL-ORF7187	rna4214	Kwal_23.4986	rna2237, rna4911		rna2892	Skud_9.71	Smik_9.76	Spar_9.78	
OG0003603	rna4231	SAKL-ORF7194	rna4217	Kwal_23.5009	rna2236	Sbay_9.100	rna2894	Skud_9.74	Smik_9.80	Spar_9.81	
OG0003604	rna4235	SAKL-ORF9572	rna2135, rna792	Kwal_8.596		Sbay_4.555	rna518	Skud_2.426	Smik_2.437	Spar_2.471	
OG0003605	rna4237	SAKL-ORF9210	rna1130	Kwal_56.23058	rna1097	Sbay_2.187	rna972	Skud_4.287	Smik_4.269	Spar_4.323	
OG0003606	rna4241	SAKL-ORF9200	rna1133	Kwal_56.23046	rna5483	Sbay_4.285	rna271	Skud_2.168	Smik_2.176	Spar_2.201	
OG0003607	rna4243	SAKL-ORF9193	rna1138	Kwal_56.23018	rna1089	Sbay_2.179		Skud_4.281	Smik_4.263	Spar_4.317	rna298
OG0003608	rna4248	SAKL-ORF7074	rna4178	Kwal_14.2444	rna2257	Sbay_9.67	rna2866		Smik_9.45	Spar_9.49	rna2427
OG0003609	rna4252	SAKL-ORF7057	rna4173	Kwal_23.4776	rna4804	Sbay_9.64	rna2863	Skud_9.40	Smik_9.42	Spar_9.46	
OG0003610	rna4257	SAKL-ORF7043	rna4168	Kwal_23.4735	rna2263	Sbay_9.57	rna2858	Skud_9.35	Smik_9.37	Spar_9.41	
OG0003611	rna4265	SAKL-ORF8266	rna1671	Kwal_26.8176	rna1326, rna478	Sbay_11.182		Skud_11.185	Smik_11.205	Spar_11.226	
OG0003612	rna4268	SAKL-ORF5344	rna4722	Kwal_56.24518	rna5018	Sbay_10.307	rna4069	Skud_12.277	Smik_12.271	Spar_12.321	
OG0003613	rna4273	SAKL-ORF5351	rna4726	Kwal_56.24503	rna4049	Sbay_4.102	rna803	Skud_4.112	Smik_4.93	Spar_4.123	
OG0003614	rna4275	SAKL-ORF5356	rna4728	Kwal_56.24489	rna1456	Sbay_4.104	rna805	Skud_4.114	Smik_4.95		rna3995
OG0003615	rna4285	SAKL-ORF5382	rna4739	Kwal_56.24437	rna4040	Sbay_4.59	rna761	Skud_4.70	Smik_4.51	Spar_4.76	
OG0003616	rna4289	SAKL-ORF5387	rna4743	Kwal_56.24425	rna4038	Sbay_4.61	rna763	Skud_4.72	Smik_4.53	Spar_4.78	
OG0003617	rna4292	SAKL-ORF5394	rna4746	Kwal_56.24414	rna1448	Sbay_4.111	rna813	Skud_4.121	Smik_4.103	Spar_4.145	
